Company,Pictogram,Text,Face,TextArea,category
logo_4537,False,False,False,0.0,Abstract mark
lld_27288,False,True,False,0.6793359375,Wordmark
lld_10424,False,False,False,0.0,Abstract mark
lld_21821,False,False,False,0.0,Abstract mark
lld_18078,False,False,False,0.0,Abstract mark
lld_19366,False,False,False,0.0,Abstract mark
lld_36385,False,False,False,0.0,Abstract mark
lld_16055,True,False,False,0.0,Pictorial mark
logo_12795,False,False,False,0.0,Abstract mark
lld_26196,True,True,False,0.089521484375,Combination mark
logo_6320,False,False,False,0.0,Abstract mark
logo_9013,False,True,False,0.6176953125,Wordmark
logo_5601,False,False,False,0.0,Abstract mark
lld_24971,False,False,False,0.0,Abstract mark
lld_15574,False,False,False,0.0,Abstract mark
logo_3270,False,True,False,0.302265625,Combination mark
lld_13105,True,False,True,0.0,Mascot logo
lld_28193,False,False,False,0.0,Abstract mark
logo_8325,False,True,False,0.144921875,Combination mark
logo_12965,False,False,True,0.0,Mascot logo
lld_21809,False,True,False,0.2905859375,Combination mark
logo_7016,False,True,False,0.288427734375,Combination mark
lld_17363,False,False,False,0.0,Abstract mark
lld_18050,True,False,True,0.0,Mascot logo
lld_30904,False,False,False,0.0,Abstract mark
logo_1467,False,True,False,0.29896484375,Combination mark
logo_6308,False,True,False,0.10005859375,Combination mark
lld_11712,True,False,False,0.0,Pictorial mark
lld_11074,False,False,False,0.0,Abstract mark
logo_1301,False,True,False,0.1044140625,Combination mark
lld_9788,True,False,False,0.0,Pictorial mark
lld_19428,False,False,False,0.0,Abstract mark
lld_8496,False,False,True,0.0,Mascot logo
logo_9985,True,True,False,0.11611328125,Combination mark
lld_17405,False,False,False,0.0,Abstract mark
lld_18736,False,False,False,0.0,Abstract mark
lld_26800,True,False,False,0.0,Pictorial mark
logo_8443,False,False,False,0.0,Abstract mark
lld_9950,True,False,False,0.0,Pictorial mark
logo_7770,False,True,False,0.102724609375,Combination mark
logo_4279,False,True,False,0.3005078125,Combination mark
lld_13663,False,False,False,0.0,Abstract mark
lld_2805,False,False,False,0.0,Abstract mark
lld_32875,False,False,False,0.0,Abstract mark
logo_3516,False,False,False,0.0,Abstract mark
logo_2608,False,False,False,0.0,Abstract mark
lld_15212,False,False,False,0.0,Abstract mark
logo_5167,False,False,False,0.0,Abstract mark
logo_54,False,True,False,0.072626953125,Combination mark
logo_10814,False,True,False,0.31537109375,Combination mark
lld_23978,False,False,False,0.0,Abstract mark
lld_13677,False,False,False,0.0,Abstract mark
logo_3502,False,True,False,0.0683203125,Combination mark
lld_32861,False,False,False,0.0,Abstract mark
lld_14118,False,False,False,0.0,Abstract mark
lld_2811,True,False,True,0.0,Mascot logo
lld_15206,False,False,False,0.0,Abstract mark
logo_40,False,False,False,0.0,Abstract mark
logo_5173,False,False,False,0.0,Abstract mark
lld_12569,False,False,False,0.0,Abstract mark
logo_10800,False,True,False,0.5975,Wordmark
logo_9749,True,False,False,0.0,Pictorial mark
lld_7969,True,False,False,0.0,Pictorial mark
lld_11060,True,False,False,0.0,Pictorial mark
logo_1315,True,True,False,0.023203125,Combination mark
lld_28839,True,False,False,0.0,Pictorial mark
lld_17411,False,False,False,0.0,Abstract mark
logo_9991,False,True,False,0.22236328125,Combination mark
lld_8482,True,False,False,0.0,Pictorial mark
lld_26814,False,False,False,0.0,Abstract mark
lld_18722,False,False,False,0.0,Abstract mark
lld_9944,False,False,False,0.0,Abstract mark
logo_8457,True,False,False,0.0,Pictorial mark
logo_7764,False,True,False,0.4482421875,Combination mark
logo_12971,False,True,False,0.24122070312500002,Combination mark
logo_8331,True,True,False,0.1428515625,Combination mark
lld_28187,False,True,False,0.7374609375,Wordmark
logo_7002,False,True,False,0.428212890625,Combination mark
lld_10418,False,False,False,0.0,Abstract mark
lld_17377,False,True,False,0.513671875,Combination mark
lld_18044,False,False,False,0.0,Abstract mark
logo_1473,True,False,False,0.0,Pictorial mark
lld_30910,False,False,False,0.0,Abstract mark
lld_16069,True,False,False,0.0,Pictorial mark
lld_29299,False,False,False,0.0,Abstract mark
lld_11706,False,False,False,0.0,Abstract mark
logo_5615,False,False,False,0.0,Abstract mark
lld_408,True,False,False,0.0,Pictorial mark
lld_24965,False,False,False,0.0,Abstract mark
lld_15560,False,True,False,1.16037109375,Wordmark
logo_3264,True,False,False,0.0,Pictorial mark
lld_13111,True,False,False,0.0,Pictorial mark
lld_5818,False,False,False,0.0,Abstract mark
lld_35868,True,False,False,0.0,Pictorial mark
lld_23039,False,False,False,0.0,Abstract mark
logo_10155,False,True,False,0.274775390625,Combination mark
lld_14695,True,False,False,0.0,Pictorial mark
logo_5826,False,True,False,0.13447265625,Combination mark
lld_34545,True,False,False,0.0,Pictorial mark
lld_4535,False,False,False,0.0,Abstract mark
lld_35883,True,False,False,0.0,Pictorial mark
lld_24756,False,False,False,0.0,Abstract mark
lld_32134,False,False,False,0.0,Abstract mark
lld_2144,True,False,False,0.0,Pictorial mark
lld_25448,False,False,False,0.0,Abstract mark
logo_2191,True,False,False,0.0,Pictorial mark
lld_22327,False,False,False,0.0,Abstract mark
lld_36352,True,False,False,0.0,Pictorial mark
lld_6322,False,False,False,0.0,Abstract mark
lld_9011,False,True,False,0.192236328125,Combination mark
logo_1498,False,True,False,0.5664746093749999,Wordmark
logo_12742,False,True,False,0.05390625,Combination mark
lld_16082,False,False,False,0.0,Abstract mark
lld_26141,True,False,False,0.0,Pictorial mark
lld_29272,False,False,False,0.0,Abstract mark
logo_14333,False,False,False,0.0,Abstract mark
lld_30723,False,False,False,0.0,Abstract mark
lld_11935,False,False,False,0.0,Abstract mark
lld_20530,False,False,False,0.0,Abstract mark
lld_8469,True,False,False,0.0,Pictorial mark
lld_20256,False,False,False,0.0,Abstract mark
lld_27539,False,False,False,0.0,Abstract mark
lld_10395,False,False,False,0.0,Abstract mark
logo_14455,False,True,False,0.22140625000000003,Combination mark
lld_30045,False,False,False,0.0,Abstract mark
lld_7982,False,True,False,0.332578125,Combination mark
lld_26627,False,False,False,0.0,Abstract mark
lld_18911,True,False,False,0.0,Pictorial mark
logo_6491,False,True,False,0.09501953125,Combination mark
lld_29514,False,False,False,0.0,Abstract mark
logo_7957,False,False,False,0.0,Abstract mark
lld_36434,True,False,True,0.0,Mascot logo
lld_6444,False,False,False,0.0,Abstract mark
lld_21148,True,False,False,0.0,Pictorial mark
lld_9777,False,False,False,0.0,Abstract mark
logo_12024,False,False,False,0.0,Abstract mark
lld_22441,False,False,False,0.0,Abstract mark
lld_13844,False,False,False,0.0,Abstract mark
lld_385,False,False,False,0.0,Abstract mark
lld_23987,False,False,False,0.0,Abstract mark
lld_32652,False,False,False,0.0,Abstract mark
lld_2622,False,False,False,0.0,Abstract mark
logo_5198,True,False,False,0.0,Pictorial mark
lld_12582,False,False,False,0.0,Abstract mark
logo_358,False,False,False,0.0,Abstract mark
lld_24030,False,False,False,0.0,Abstract mark
logo_4286,False,False,False,0.0,Abstract mark
logo_10633,False,True,False,0.09322265625,Combination mark
lld_34223,False,False,False,0.0,Abstract mark
lld_4253,False,False,False,0.0,Abstract mark
lld_22455,False,False,False,0.0,Abstract mark
logo_11539,False,True,False,0.171328125,Combination mark
lld_391,True,False,False,0.0,Pictorial mark
lld_35129,True,False,False,0.0,Pictorial mark
lld_13850,True,False,False,0.0,Pictorial mark
lld_5159,False,False,False,0.0,Abstract mark
lld_2636,False,False,False,0.0,Abstract mark
lld_32646,False,False,False,0.0,Abstract mark
lld_23993,False,False,False,0.0,Abstract mark
lld_12596,True,False,False,0.0,Pictorial mark
lld_33558,False,False,False,0.0,Abstract mark
lld_3528,False,False,False,0.0,Abstract mark
logo_4292,False,True,False,0.1508203125,Combination mark
lld_24024,True,False,False,0.0,Pictorial mark
lld_13688,False,False,False,0.0,Abstract mark
logo_10627,False,True,False,0.31875,Combination mark
lld_4247,False,False,False,0.0,Abstract mark
lld_34237,False,False,False,0.0,Abstract mark
lld_20242,False,True,False,0.030625,Combination mark
logo_14441,False,False,False,0.0,Abstract mark
lld_10381,False,True,False,0.29927734375,Combination mark
lld_16928,False,False,False,0.0,Abstract mark
lld_30051,False,False,False,0.0,Abstract mark
logo_6485,False,False,False,0.0,Abstract mark
lld_18905,False,False,False,0.0,Abstract mark
lld_26633,False,False,False,0.0,Abstract mark
lld_7996,False,False,False,0.0,Abstract mark
lld_29500,False,False,False,0.0,Abstract mark
lld_6450,False,False,False,0.0,Abstract mark
lld_36420,False,False,False,0.0,Abstract mark
logo_7943,False,True,False,0.117861328125,Combination mark
logo_12030,False,True,False,0.131044921875,Combination mark
lld_9763,False,False,False,0.0,Abstract mark
lld_6336,False,False,False,0.0,Abstract mark
lld_36346,True,False,False,0.0,Pictorial mark
lld_16096,False,False,False,0.0,Abstract mark
logo_12756,False,False,False,0.0,Abstract mark
lld_9005,False,False,False,0.0,Abstract mark
lld_26155,True,False,False,0.0,Pictorial mark
logo_15039,False,False,False,0.0,Abstract mark
lld_31429,False,False,False,0.0,Abstract mark
lld_1459,False,False,False,0.0,Abstract mark
lld_29266,True,False,False,0.0,Pictorial mark
logo_14327,False,False,False,0.0,Abstract mark
lld_28178,True,False,False,0.0,Pictorial mark
lld_30737,True,False,False,0.0,Pictorial mark
lld_7028,False,True,False,0.715869140625,Wordmark
lld_11921,False,True,False,0.06591796875,Combination mark
lld_20524,False,False,False,0.0,Abstract mark
logo_13448,True,True,False,0.4021875,Combination mark
lld_17388,False,True,False,0.31119140625,Combination mark
lld_14681,False,False,False,0.0,Abstract mark
logo_10141,False,False,False,0.0,Abstract mark
lld_4521,False,False,False,0.0,Abstract mark
lld_34551,False,True,False,0.490546875,Combination mark
logo_5832,False,False,False,0.0,Abstract mark
lld_24742,True,False,False,0.0,Pictorial mark
lld_35897,True,False,False,0.0,Pictorial mark
lld_14859,False,False,False,0.0,Abstract mark
lld_2150,False,False,False,0.0,Abstract mark
lld_32120,False,False,False,0.0,Abstract mark
lld_22333,False,False,False,0.0,Abstract mark
logo_2185,False,True,False,0.03265625,Combination mark
lld_21612,True,False,False,0.0,Pictorial mark
lld_1471,False,False,False,0.0,Abstract mark
lld_31401,True,False,False,0.0,Pictorial mark
logo_15011,False,False,False,0.0,Abstract mark
lld_28150,False,False,False,0.0,Abstract mark
lld_27263,False,False,False,0.0,Abstract mark
logo_13460,False,False,False,0.0,Abstract mark
lld_8333,False,False,False,0.0,Abstract mark
lld_11909,False,False,False,0.0,Abstract mark
lld_7000,False,False,False,0.0,Abstract mark
lld_18093,False,False,False,0.0,Abstract mark
lld_34579,False,False,False,0.0,Abstract mark
lld_4509,False,False,False,0.0,Abstract mark
lld_23005,True,False,False,0.0,Pictorial mark
logo_10169,False,True,True,0.16185546875,Combination mark
lld_3266,False,False,False,0.0,Abstract mark
logo_402,False,True,False,0.23015625,Combination mark
lld_33216,False,False,False,0.0,Abstract mark
lld_25474,False,True,False,0.89208984375,Wordmark
lld_32108,False,False,False,0.0,Abstract mark
lld_2178,False,False,False,0.0,Abstract mark
lld_14871,False,False,False,0.0,Abstract mark
lld_5617,False,False,False,0.0,Abstract mark
lld_35667,False,False,False,0.0,Abstract mark
logo_11277,False,True,False,0.057763671875,Combination mark
lld_5171,False,False,False,0.0,Abstract mark
lld_13878,False,False,False,0.0,Abstract mark
lld_35101,False,False,False,0.0,Abstract mark
logo_11511,False,True,True,0.3192578125,Combination mark
lld_25312,True,False,False,0.0,Pictorial mark
logo_97,False,True,False,0.60810546875,Wordmark
lld_3500,False,False,False,0.0,Abstract mark
lld_33570,False,False,False,0.0,Abstract mark
logo_2813,True,False,False,0.0,Pictorial mark
logo_364,False,True,False,0.1662109375,Combination mark
lld_23763,True,False,False,0.0,Pictorial mark
logo_13306,False,True,False,0.17387695312499998,Combination mark
logo_9946,False,False,False,0.0,Abstract mark
lld_8455,True,True,False,0.692275390625,Combination mark
lld_7766,False,False,False,0.0,Abstract mark
lld_9993,False,False,False,0.0,Abstract mark
lld_30079,False,False,False,0.0,Abstract mark
lld_16900,False,False,False,0.0,Abstract mark
logo_8480,False,True,False,0.30673828125,Combination mark
lld_28636,True,False,False,0.0,Pictorial mark
lld_27505,False,False,False,0.0,Abstract mark
logo_14469,False,True,False,0.14060546875,Combination mark
lld_29528,False,False,False,0.0,Abstract mark
lld_1317,True,False,False,0.0,Pictorial mark
lld_31367,False,False,False,0.0,Abstract mark
lld_21174,False,False,False,0.0,Abstract mark
logo_12018,False,False,False,0.0,Abstract mark
lld_36408,False,False,False,0.0,Abstract mark
lld_6478,False,False,False,0.0,Abstract mark
lld_8441,False,False,False,0.0,Abstract mark
logo_9952,False,False,False,0.0,Abstract mark
logo_13312,False,True,False,0.1591796875,Combination mark
lld_7772,False,False,False,0.0,Abstract mark
lld_28622,True,False,False,0.0,Pictorial mark
logo_8494,False,False,False,0.0,Abstract mark
lld_16914,False,False,False,0.0,Abstract mark
lld_9987,True,False,False,0.0,Pictorial mark
lld_27511,False,False,False,0.0,Abstract mark
lld_31373,False,False,False,0.0,Abstract mark
lld_1303,False,False,False,0.0,Abstract mark
lld_18939,False,False,False,0.0,Abstract mark
lld_21160,False,False,False,0.0,Abstract mark
lld_35115,False,False,False,0.0,Abstract mark
lld_5165,False,False,False,0.0,Abstract mark
lld_22469,False,False,False,0.0,Abstract mark
logo_11505,False,True,False,0.14423828125,Combination mark
logo_83,False,False,False,0.0,Abstract mark
lld_25306,False,False,False,0.0,Abstract mark
lld_24018,False,False,False,0.0,Abstract mark
logo_370,False,False,False,0.0,Abstract mark
logo_2807,False,True,False,0.27341796875,Combination mark
lld_33564,False,False,False,0.0,Abstract mark
lld_3514,False,False,False,0.0,Abstract mark
lld_23777,False,False,False,0.0,Abstract mark
lld_23011,False,False,False,0.0,Abstract mark
lld_33202,False,True,False,0.21560546875,Combination mark
logo_416,False,False,False,0.0,Abstract mark
lld_3272,False,False,False,0.0,Abstract mark
lld_25460,False,False,False,0.0,Abstract mark
lld_14865,False,False,False,0.0,Abstract mark
lld_35673,True,False,False,0.0,Pictorial mark
lld_5603,False,False,False,0.0,Abstract mark
logo_11263,True,True,False,0.07205078125,Combination mark
lld_9039,True,False,False,0.0,Pictorial mark
lld_21606,False,False,False,0.0,Abstract mark
lld_19399,True,False,False,0.0,Pictorial mark
lld_31415,False,False,False,0.0,Abstract mark
lld_1465,False,False,False,0.0,Abstract mark
lld_26169,False,False,False,0.0,Abstract mark
logo_15005,False,True,False,0.232080078125,Combination mark
lld_28144,False,False,False,0.0,Abstract mark
lld_27277,True,False,False,0.0,Pictorial mark
lld_20518,False,False,False,0.0,Abstract mark
lld_8327,False,False,False,0.0,Abstract mark
logo_13474,False,True,False,0.499931640625,Combination mark
lld_18087,False,True,False,0.02650390625,Combination mark
lld_7014,False,False,True,0.0,Mascot logo
lld_30284,True,False,False,0.0,Pictorial mark
logo_14694,True,False,False,0.0,Pictorial mark
lld_10154,False,False,False,0.0,Abstract mark
lld_20097,True,False,False,0.0,Pictorial mark
lld_18508,False,False,False,0.0,Abstract mark
logo_6888,False,False,False,0.0,Abstract mark
lld_21389,False,False,False,0.0,Abstract mark
lld_16525,False,False,False,0.0,Abstract mark
lld_19616,False,False,False,0.0,Abstract mark
lld_27920,False,False,False,0.0,Abstract mark
lld_6685,True,False,False,0.0,Pictorial mark
logo_9563,False,True,False,0.0451171875,Combination mark
lld_8870,False,False,False,0.0,Abstract mark
logo_6650,False,False,False,0.0,Abstract mark
logo_5359,False,True,False,0.109033203125,Combination mark
lld_12743,False,False,False,0.0,Abstract mark
lld_32493,False,False,False,0.0,Abstract mark
lld_144,False,False,True,0.0,Mascot logo
lld_3925,False,False,False,0.0,Abstract mark
lld_33955,False,False,False,0.0,Abstract mark
logo_2436,True,True,False,0.119765625,Combination mark
lld_22680,True,False,False,0.0,Pictorial mark
lld_4092,False,False,False,0.0,Abstract mark
logo_3728,False,False,False,0.0,Abstract mark
lld_14332,False,True,False,0.092802734375,Combination mark
logo_4047,False,True,False,0.15867187500000002,Combination mark
logo_11934,False,False,False,0.0,Abstract mark
lld_22858,False,False,False,0.0,Abstract mark
logo_199,False,False,False,0.0,Abstract mark
lld_24597,False,False,False,0.0,Abstract mark
logo_4721,False,False,False,0.0,Abstract mark
lld_15992,False,False,False,0.0,Abstract mark
lld_25851,False,False,False,0.0,Abstract mark
lld_34784,False,False,False,0.0,Abstract mark
lld_14454,False,False,False,0.0,Abstract mark
logo_10394,False,False,False,0.0,Abstract mark
lld_622,False,False,False,0.0,Abstract mark
logo_827,True,False,False,0.0,Pictorial mark
logo_2350,False,False,False,0.0,Abstract mark
lld_25689,False,False,False,0.0,Abstract mark
lld_12025,False,False,False,0.0,Abstract mark
lld_2385,False,True,False,0.580078125,Wordmark
logo_13845,False,True,False,0.18279296875,Combination mark
logo_9205,False,True,False,0.2925,Combination mark
lld_20929,False,False,False,0.0,Abstract mark
lld_26380,False,False,False,0.0,Abstract mark
logo_6136,False,True,False,0.125751953125,Combination mark
logo_1659,False,False,False,0.0,Abstract mark
lld_16243,False,False,False,0.0,Abstract mark
logo_12583,False,False,False,0.0,Abstract mark
lld_36193,True,False,False,0.0,Pictorial mark
lld_19170,False,False,False,0.0,Abstract mark
lld_1854,True,False,False,0.0,Pictorial mark
lld_31824,False,True,False,0.094892578125,Combination mark
logo_1881,False,False,False,0.0,Abstract mark
logo_7228,True,False,False,0.0,Pictorial mark
lld_10632,True,False,False,0.0,Pictorial mark
logo_9211,True,False,False,0.0,Pictorial mark
logo_13851,False,True,False,0.11994140625,Combination mark
lld_1698,False,False,False,0.0,Abstract mark
logo_6122,False,True,False,0.08087890625,Combination mark
lld_26394,False,False,False,0.0,Abstract mark
lld_11538,False,False,False,0.0,Abstract mark
logo_12597,False,False,False,0.0,Abstract mark
lld_16257,False,False,False,0.0,Abstract mark
lld_19164,False,True,False,0.859267578125,Wordmark
lld_36187,False,False,False,0.0,Abstract mark
lld_31830,False,False,False,0.0,Abstract mark
lld_1840,False,False,False,0.0,Abstract mark
lld_17149,False,False,False,0.0,Abstract mark
logo_13689,False,False,False,0.0,Abstract mark
logo_1895,False,False,False,0.0,Abstract mark
lld_10626,False,True,False,0.184951171875,Combination mark
logo_4735,False,True,False,0.982890625,Wordmark
lld_24583,False,False,False,0.0,Abstract mark
lld_15986,False,False,False,0.0,Abstract mark
lld_34790,False,False,False,0.0,Abstract mark
lld_25845,False,False,False,0.0,Abstract mark
logo_10380,False,True,False,0.35279296875,Combination mark
lld_14440,True,True,False,0.069306640625,Combination mark
lld_636,False,False,False,0.0,Abstract mark
logo_2344,False,False,False,0.0,Abstract mark
logo_833,False,True,False,0.11638671875,Combination mark
lld_12031,False,False,False,0.0,Abstract mark
lld_4938,False,False,False,0.0,Abstract mark
lld_34948,False,False,False,0.0,Abstract mark
lld_2391,True,False,False,0.0,Pictorial mark
lld_12757,False,False,False,0.0,Abstract mark
lld_32487,False,False,False,0.0,Abstract mark
lld_150,True,False,False,0.0,Pictorial mark
lld_5398,False,False,False,0.0,Abstract mark
lld_22694,False,False,False,0.0,Abstract mark
logo_2422,True,True,False,0.591884765625,Combination mark
lld_33941,False,False,False,0.0,Abstract mark
lld_15038,True,False,False,0.0,Pictorial mark
lld_3931,False,False,False,0.0,Abstract mark
lld_4086,False,False,False,0.0,Abstract mark
lld_14326,True,False,False,0.0,Pictorial mark
logo_4053,True,True,False,0.066796875,Combination mark
lld_13449,False,False,False,0.0,Abstract mark
lld_33799,False,False,False,0.0,Abstract mark
logo_11920,False,False,False,0.0,Abstract mark
logo_8669,False,False,False,0.0,Abstract mark
lld_30290,False,False,False,0.0,Abstract mark
lld_6849,False,False,False,0.0,Abstract mark
lld_10140,True,False,False,0.0,Pictorial mark
logo_14680,False,True,False,0.18755859375,Combination mark
lld_20083,False,False,False,0.0,Abstract mark
lld_29919,False,False,False,0.0,Abstract mark
lld_16531,False,False,False,0.0,Abstract mark
logo_14858,True,False,False,0.0,Pictorial mark
lld_6691,False,True,False,0.562255859375,Wordmark
lld_27934,False,False,False,0.0,Abstract mark
lld_19602,True,False,False,0.0,Pictorial mark
lld_8864,False,False,False,0.0,Abstract mark
logo_9577,False,True,False,0.22419921874999998,Combination mark
logo_6644,False,True,False,0.06357421875,Combination mark
logo_5365,False,True,False,0.248828125,Combination mark
lld_3919,False,False,False,0.0,Abstract mark
lld_15010,False,True,False,0.30554687500000005,Combination mark
lld_33969,False,False,False,0.0,Abstract mark
lld_178,False,False,False,0.0,Abstract mark
logo_3714,False,False,False,0.0,Abstract mark
logo_11908,False,False,False,0.0,Abstract mark
lld_22864,False,False,False,0.0,Abstract mark
lld_13461,False,False,False,0.0,Abstract mark
logo_7572,False,False,False,0.0,Abstract mark
lld_10168,False,False,False,0.0,Abstract mark
lld_6861,True,False,False,0.0,Pictorial mark
logo_8641,False,True,False,0.44763671875,Combination mark
lld_18534,False,False,False,0.0,Abstract mark
lld_29931,False,False,False,0.0,Abstract mark
lld_17607,False,False,False,0.0,Abstract mark
lld_8694,False,False,False,0.0,Abstract mark
logo_14870,False,False,False,0.0,Abstract mark
logo_1103,False,False,False,0.0,Abstract mark
lld_16519,False,False,False,0.0,Abstract mark
logo_8899,False,True,False,0.1687890625,Combination mark
lld_11276,False,False,False,0.0,Abstract mark
lld_11510,False,False,False,0.0,Abstract mark
lld_72,True,False,False,0.0,Pictorial mark
logo_13879,False,False,False,0.0,Abstract mark
logo_9239,False,False,False,0.0,Abstract mark
lld_20915,False,False,False,0.0,Abstract mark
logo_1665,False,True,False,0.2462890625,Combination mark
lld_18252,False,False,False,0.0,Abstract mark
lld_17161,False,False,False,0.0,Abstract mark
lld_1868,True,False,False,0.0,Pictorial mark
lld_31818,False,True,False,0.76546875,Wordmark
logo_7214,False,False,False,0.0,Abstract mark
logo_8127,True,True,False,0.174873046875,Combination mark
lld_28391,False,False,False,0.0,Abstract mark
lld_13307,True,False,False,0.0,Pictorial mark
logo_3072,True,False,False,0.0,Pictorial mark
lld_14468,False,False,False,0.0,Abstract mark
lld_15776,False,True,False,0.167431640625,Combination mark
logo_5403,False,True,False,0.45389648437499996,Combination mark
lld_34960,False,False,False,0.0,Abstract mark
lld_4910,True,False,False,0.0,Pictorial mark
lld_12019,True,True,False,0.1378125,Combination mark
logo_4709,False,False,False,0.0,Abstract mark
lld_13313,False,False,False,0.0,Abstract mark
logo_3066,False,False,False,0.0,Abstract mark
lld_25879,False,False,False,0.0,Abstract mark
logo_2378,True,False,False,0.0,Pictorial mark
lld_15762,True,False,False,0.0,Pictorial mark
lld_4904,False,False,False,0.0,Abstract mark
lld_34974,False,False,False,0.0,Abstract mark
logo_5417,False,True,False,0.5275000000000001,Combination mark
lld_66,True,False,False,0.0,Pictorial mark
lld_11504,True,True,False,0.932109375,Combination mark
lld_20901,False,False,False,0.0,Abstract mark
lld_19158,False,False,False,0.0,Abstract mark
logo_1671,False,False,False,0.0,Abstract mark
lld_18246,False,False,False,0.0,Abstract mark
lld_17175,False,False,False,0.0,Abstract mark
logo_7200,True,True,False,0.373681640625,Combination mark
lld_28385,True,False,False,0.0,Pictorial mark
logo_8133,False,False,False,0.0,Abstract mark
